Idade,Genero,Serie,Media de Notas,Frequencia,Participacao em Atividades Extracurriculares,Motivo da Evasao,Renda Familiar,Localizacao,Evasao
16,Feminino,1,2.4,90%,Sim,Problemas de Saúde,1172,Rural,1
16,Feminino,3,2.3,80%,Sim,0,1253,Urbana,1
16,Feminino,1,0.6,60%,Sim,Problemas de Saúde,1267,Rural,1
17,Feminino,3,9.5,70%,Sim,0,2524,Rural,0
16,Masculino,1,4.8,70%,Não,Problemas Financeiros,887,Urbana,1
16,Masculino,3,9.9,50%,Sim,Problemas Familiares,2075,Urbana,1
16,Masculino,3,7.5,70%,Sim,Falta de Apoio Escolar,921,Urbana,1
17,Masculino,3,0.3,70%,Não,Problemas Familiares,2030,Rural,1
15,Masculino,1,8.0,60%,Sim,0,1015,Rural,1
18,Masculino,3,9.1,80%,Não,0,1023,Rural,0
16,Feminino,3,7.4,60%,Não,0,1634,Urbana,1
15,Feminino,2,2.7,80%,Não,Falta de Apoio Familiar,1664,Rural,1
18,Masculino,3,1.5,50%,Não,0,2388,Rural,0
16,Feminino,2,1.9,60%,Não,0,2459,Urbana,0
16,Masculino,1,9.9,60%,Sim,Problemas de Saúde,1066,Urbana,1
17,Masculino,3,5.0,60%,Não,0,1578,Rural,0
15,Feminino,1,10.0,90%,Não,0,2379,Urbana,0
17,Masculino,2,6.6,90%,Sim,0,1211,Rural,1
18,Feminino,2,9.3,60%,Sim,0,2223,Rural,1
15,Masculino,1,6.4,70%,Não,0,982,Rural,1
17,Masculino,3,2.5,50%,Sim,Falta de Apoio Escolar,2305,Urbana,1
15,Masculino,1,3.2,70%,Sim,0,1554,Urbana,0
17,Masculino,2,9.0,50%,Não,0,1163,Rural,1
15,Feminino,2,9.2,50%,Não,0,1429,Rural,0
15,Masculino,3,6.4,90%,Sim,Outros,1402,Rural,1
18,Masculino,2,1.0,50%,Sim,0,2572,Rural,1
18,Feminino,3,2.6,60%,Sim,Problemas de Saúde,1558,Urbana,1
18,Feminino,3,1.8,60%,Não,0,2140,Urbana,0
15,Masculino,3,6.2,50%,Não,Falta de Interesse,941,Urbana,1
15,Masculino,2,1.5,90%,Sim,Falta de Interesse,858,Urbana,1
18,Feminino,1,4.4,70%,Sim,0,957,Urbana,0
16,Masculino,1,5.5,90%,Sim,Falta de Apoio Familiar,1164,Rural,1
18,Feminino,2,2.3,90%,Não,Problemas Familiares,2257,Urbana,1
17,Masculino,1,2.3,70%,Não,Outros,2041,Rural,1
18,Feminino,1,2.7,60%,Não,0,1764,Rural,1
15,Masculino,2,9.0,80%,Não,Falta de Interesse,1976,Rural,1
18,Feminino,1,5.6,90%,Sim,0,2274,Rural,0
15,Feminino,2,1.3,60%,Sim,0,2586,Rural,1
18,Feminino,3,2.1,50%,Não,Problemas Financeiros,2932,Rural,1
18,Masculino,3,9.4,90%,Não,0,2754,Rural,1
16,Feminino,1,3.7,90%,Sim,0,2776,Rural,0
17,Masculino,2,3.5,50%,Sim,Outros,2470,Urbana,1
16,Feminino,3,4.7,80%,Sim,0,528,Urbana,1
15,Feminino,2,3.9,80%,Não,0,1923,Rural,1
15,Masculino,2,3.4,70%,Sim,0,1206,Rural,1
18,Masculino,2,3.7,50%,Sim,Falta de Interesse,1147,Rural,1
15,Masculino,1,8.7,60%,Sim,Problemas Familiares,2501,Rural,1
18,Feminino,3,6.9,60%,Sim,Problemas Familiares,2195,Urbana,1
15,Feminino,1,0.2,80%,Sim,Outros,541,Urbana,1
15,Masculino,2,9.6,70%,Não,0,1987,Urbana,0
16,Masculino,3,8.2,70%,Não,0,882,Rural,1
15,Masculino,1,9.2,60%,Não,Problemas Familiares,682,Rural,1
17,Masculino,3,2.4,70%,Não,0,2344,Rural,1
17,Masculino,1,6.9,80%,Não,Falta de Apoio Escolar,2666,Urbana,1
17,Masculino,2,9.8,80%,Sim,0,2284,Urbana,1
15,Feminino,3,1.3,70%,Sim,0,1939,Urbana,1
15,Masculino,2,7.5,80%,Sim,Falta de Interesse,586,Rural,1
17,Masculino,2,2.4,80%,Sim,0,1648,Urbana,0
15,Masculino,3,5.1,70%,Não,0,1336,Rural,0
17,Masculino,3,2.5,80%,Não,0,2746,Rural,0
18,Feminino,1,6.5,50%,Não,0,2616,Rural,1
17,Masculino,1,6.9,80%,Não,0,2516,Urbana,0
18,Masculino,2,0.4,90%,Não,0,1732,Rural,0
18,Masculino,1,5.5,60%,Sim,0,1010,Rural,0
15,Feminino,3,6.4,50%,Sim,0,1962,Urbana,0
16,Feminino,3,5.7,70%,Sim,Problemas Familiares,2139,Rural,1
16,Masculino,3,2.7,60%,Não,Problemas Financeiros,1521,Rural,1
16,Feminino,2,2.2,90%,Sim,Problemas Familiares,1771,Rural,1
15,Masculino,1,1.5,60%,Sim,0,628,Rural,1
15,Masculino,1,7.6,80%,Não,0,2111,Urbana,0
18,Masculino,1,7.9,60%,Não,0,1576,Rural,1
18,Feminino,1,5.5,70%,Sim,0,1733,Rural,1
16,Masculino,1,5.3,80%,Não,0,1885,Rural,0
18,Masculino,1,3.6,80%,Sim,Falta de Apoio Escolar,1187,Urbana,1
15,Masculino,1,0.8,90%,Não,Problemas de Saúde,2584,Urbana,1
18,Feminino,2,9.8,60%,Não,0,1912,Rural,1
15,Feminino,1,8.7,90%,Não,Falta de Apoio Familiar,2287,Rural,1
16,Feminino,1,2.1,80%,Sim,Problemas Financeiros,1509,Rural,1
17,Masculino,1,4.2,80%,Não,0,2751,Urbana,0
17,Masculino,2,6.5,90%,Sim,0,721,Urbana,0
15,Feminino,1,5.5,80%,Sim,Problemas Familiares,1247,Rural,1
17,Masculino,2,2.5,60%,Não,Falta de Interesse,690,Rural,1
16,Feminino,2,3.2,50%,Sim,Falta de Apoio Escolar,1185,Urbana,1
18,Feminino,2,7.9,90%,Sim,Falta de Interesse,2334,Rural,1
18,Masculino,3,1.6,70%,Não,Falta de Apoio Escolar,2708,Urbana,1
18,Masculino,1,0.8,50%,Não,0,1397,Urbana,1
16,Masculino,3,5.1,70%,Não,0,1248,Urbana,0
17,Masculino,1,2.2,80%,Não,Problemas Familiares,1699,Rural,1
16,Masculino,2,2.3,50%,Não,0,1822,Urbana,0
17,Masculino,2,5.3,80%,Sim,Outros,864,Urbana,1
18,Masculino,1,5.0,80%,Não,0,926,Rural,0
17,Masculino,1,9.3,90%,Sim,0,2268,Rural,1
16,Feminino,2,5.0,70%,Sim,0,1499,Urbana,1
17,Masculino,1,2.0,60%,Sim,Problemas Financeiros,2141,Urbana,1
15,Feminino,3,8.2,80%,Sim,0,909,Urbana,0
18,Feminino,1,6.7,90%,Sim,0,628,Urbana,1
16,Masculino,1,5.5,80%,Sim,Falta de Interesse,2671,Urbana,1
15,Masculino,3,5.9,90%,Sim,Falta de Apoio Escolar,2853,Urbana,1
18,Masculino,1,9.0,50%,Não,0,2971,Rural,0
18,Feminino,2,5.8,80%,Sim,Falta de Apoio Familiar,886,Urbana,1
18,Feminino,3,4.2,80%,Sim,Problemas de Saúde,1722,Urbana,1
18,Feminino,1,7.0,80%,Sim,0,1281,Rural,0
16,Masculino,3,3.6,90%,Não,0,2312,Urbana,0
18,Masculino,3,9.7,80%,Sim,Problemas Familiares,1384,Rural,1
17,Feminino,2,7.8,85%,Sim,Problemas de Saúde,1500,Urbana,1
16,Masculino,1,6.0,70%,Não,0,1900,Rural,1
17,Masculino,2,5.3,60%,Não,Problemas Familiares,1100,Urbana,1
15,Feminino,1,8.5,95%,Sim,0,2000,Urbana,1
17,Feminino,3,6.7,90%,Sim,0,950,Rural,0
18,Masculino,3,5.6,75%,Sim,0,800,Urbana,0
16,Feminino,2,7.0,85%,Sim,Falta de Apoio Escolar,1800,Urbana,1
17,Masculino,3,6.8,80%,Não,Problemas Financeiros,2400,Rural,1
15,Feminino,1,9.2,95%,Sim,0,3000,Urbana,1
16,Masculino,2,4.8,70%,Não,Problemas Financeiros,700,Urbana,1
16,Feminino,3,8.1,85%,Sim,0,2200,Rural,1
17,Feminino,1,5.5,80%,Sim,Falta de Interesse,1000,Urbana,1
15,Masculino,2,4.2,60%,Não,Falta de Apoio Familiar,500,Urbana,1
18,Feminino,3,6.9,90%,Sim,Falta de Apoio Familiar,1200,Rural,1
17,Masculino,1,5.0,75%,Não,Problemas Familiares,900,Urbana,1
16,Feminino,3,8.0,90%,Sim,0,1500,Rural,0
18,Masculino,2,6.3,85%,Sim,0,1100,Urbana,1
15,Feminino,1,7.4,95%,Sim,Falta de Apoio Escolar,2500,Rural,1
16,Feminino,2,6.8,80%,Sim,Falta de Interesse,800,Urbana,1
18,Masculino,3,9.1,85%,Sim,0,1400,Rural,0
17,Feminino,1,6.2,75%,Sim,0,1300,Urbana,1
15,Masculino,3,7.6,90%,Não,0,2700,Urbana,0
18,Feminino,2,5.9,85%,Sim,Falta de Interesse,600,Rural,1
16,Feminino,1,6.3,80%,Sim,0,1700,Urbana,0
17,Masculino,2,7.1,90%,Sim,0,1400,Rural,0
18,Feminino,3,8.4,85%,Sim,0,2100,Urbana,1
15,Masculino,2,5.5,75%,Não,Falta de Interesse,1000,Urbana,1
16,Feminino,3,7.8,90%,Sim,0,1900,Rural,0
18,Masculino,1,9.0,80%,Sim,Problemas de Saúde,1200,Urbana,1
15,Feminino,3,6.6,85%,Sim,0,900,Rural,0
15,Masculino,2,9.5,80%,Sim,Falta de Apoio Familiar,2533,Urbana,1
17,Masculino,3,5.9,80%,Não,0,712,Urbana,1
16,Feminino,2,4.7,95%,Sim,0,2739,Urbana,1
18,Masculino,1,9.8,85%,Sim,0,2748,Urbana,1
16,Masculino,1,5.8,80%,Sim,0,1250,Rural,0
17,Feminino,1,6.9,90%,Não,Falta de Apoio Familiar,2655,Urbana,1
15,Feminino,2,5.8,85%,Não,0,1583,Rural,0
15,Masculino,3,6.3,95%,Sim,0,1227,Rural,0
18,Feminino,2,4.0,95%,Sim,0,2830,Rural,0
16,Masculino,2,4.8,85%,Sim,Problemas de Saúde,2527,Rural,1
18,Feminino,2,9.8,75%,Não,Problemas de Saúde,650,Rural,1
17,Masculino,3,7.0,80%,Não,Problemas Familiares,1528,Rural,1
18,Feminino,2,5.4,60%,Sim,Falta de Interesse,1489,Rural,1
17,Masculino,3,7.9,60%,Não,0,2137,Urbana,0
16,Masculino,1,5.9,90%,Não,0,1872,Urbana,0
18,Feminino,2,7.3,50%,Sim,Problemas Financeiros,663,Urbana,1
15,Feminino,2,9.1,95%,Sim,Outros,2669,Rural,1
18,Feminino,1,4.3,95%,Sim,0,2141,Urbana,0
15,Feminino,1,4.2,95%,Sim,0,2190,Urbana,1
16,Masculino,3,7.4,70%,Sim,0,2580,Rural,1
16,Masculino,3,4.5,70%,Sim,0,2645,Rural,1
18,Feminino,2,7.4,80%,Não,0,2126,Rural,1
18,Masculino,3,9.3,95%,Sim,0,2598,Urbana,1
16,Feminino,1,5.5,95%,Não,0,1973,Urbana,0
15,Masculino,3,5.1,60%,Sim,Falta de Apoio Familiar,2211,Rural,1
17,Feminino,2,8.1,90%,Sim,0,2389,Urbana,1
17,Masculino,1,6.9,70%,Sim,0,921,Rural,1
18,Feminino,1,8.7,90%,Sim,Problemas de Saúde,2041,Rural,1
16,Masculino,1,6.7,90%,Não,0,854,Urbana,0
16,Feminino,3,4.9,90%,Sim,Falta de Apoio Familiar,632,Rural,1
15,Feminino,1,5.9,50%,Não,Outros,866,Rural,1
16,Masculino,3,9.8,70%,Sim,0,1992,Rural,1
18,Feminino,2,5.5,90%,Sim,0,872,Urbana,1
16,Feminino,2,6.0,70%,Sim,Problemas Financeiros,2443,Rural,1
16,Feminino,2,5.5,75%,Sim,0,2508,Rural,1
16,Feminino,1,6.2,80%,Sim,0,907,Urbana,1
17,Masculino,3,9.3,70%,Sim,Problemas Financeiros,1667,Rural,1
16,Masculino,2,4.4,85%,Não,Problemas Financeiros,2402,Rural,1
15,Feminino,1,5.3,85%,Não,0,2905,Urbana,0
16,Feminino,1,6.1,95%,Não,0,1599,Rural,1
18,Masculino,2,4.3,70%,Não,Falta de Interesse,2856,Rural,1
16,Masculino,1,8.8,75%,Sim,0,1084,Rural,1
15,Masculino,1,4.7,60%,Não,Falta de Apoio Familiar,1623,Rural,1
17,Feminino,2,5.0,80%,Não,0,2900,Urbana,1
18,Feminino,3,9.1,60%,Sim,Problemas Financeiros,2720,Urbana,1
17,Feminino,2,8.7,95%,Não,0,1051,Rural,1
18,Feminino,3,6.5,60%,Sim,0,2840,Rural,1
15,Masculino,1,7.7,60%,Sim,0,1065,Rural,1
16,Masculino,3,5.2,90%,Não,Falta de Interesse,1614,Urbana,1
17,Masculino,1,9.3,70%,Não,0,1043,Rural,1
15,Feminino,1,5.7,95%,Não,Outros,1715,Rural,1
18,Masculino,1,5.9,70%,Não,Problemas Financeiros,2533,Urbana,1
17,Masculino,1,6.2,70%,Não,0,1572,Urbana,1
15,Masculino,2,8.1,95%,Não,0,2407,Rural,1
18,Feminino,2,5.1,60%,Não,0,1483,Urbana,1
16,Masculino,2,6.3,70%,Não,Problemas Financeiros,532,Urbana,1
17,Masculino,1,4.9,60%,Sim,Problemas Familiares,1716,Urbana,1
15,Feminino,3,5.7,90%,Não,Outros,994,Rural,1
17,Feminino,1,9.5,70%,Sim,Problemas Familiares,1078,Rural,1
15,Masculino,1,6.3,80%,Não,Problemas Familiares,2420,Rural,1
17,Feminino,3,7.4,60%,Sim,Falta de Interesse,1688,Urbana,1
17,Feminino,1,9.0,50%,Não,Outros,1347,Rural,1
16,Feminino,3,5.3,90%,Não,0,1171,Rural,0
15,Masculino,3,5.2,95%,Não,0,2509,Urbana,0
18,Feminino,2,8.0,75%,Sim,Falta de Apoio Escolar,2183,Rural,1
18,Masculino,3,5.4,85%,Sim,Problemas Financeiros,1680,Rural,1
18,Feminino,3,9.7,60%,Sim,0,2832,Rural,1
17,Feminino,3,4.8,60%,Não,0,760,Rural,1
17,Masculino,3,4.3,60%,Não,0,1626,Rural,1
16,Masculino,3,8.1,70%,Sim,0,1143,Rural,0
15,Masculino,1,4.7,75%,Não,Falta de Interesse,1074,Urbana,1
16,Feminino,3,6.2,85%,Sim,Problemas Financeiros,659,Rural,1
16,Feminino,1,7.1,90%,Não,Falta de Apoio Familiar,1465,Rural,1
16,Masculino,3,7.3,50%,Não,0,2837,Urbana,0
16,Feminino,2,6.7,95%,Não,Falta de Interesse,2369,Rural,1
16,Feminino,1,7.0,60%,Sim,Falta de Apoio Escolar,559,Rural,1
16,Feminino,3,6.1,60%,Sim,0,2507,Rural,1
16,Masculino,2,5.1,90%,Não,Problemas Familiares,972,Rural,1
15,Feminino,1,6.5,70%,Não,0,2946,Rural,1
15,Masculino,2,7.2,95%,Sim,0,2235,Urbana,0
16,Feminino,3,6.2,70%,Não,0,2508,Rural,1
16,Masculino,3,5.3,50%,Sim,Problemas de Saúde,2142,Urbana,1
16,Masculino,1,7.4,75%,Sim,0,1137,Urbana,1
15,Feminino,2,9.0,50%,Sim,0,2780,Urbana,1
17,Feminino,3,7.5,85%,Não,Problemas de Saúde,2925,Rural,1
17,Masculino,2,4.8,90%,Sim,Falta de Interesse,2765,Urbana,1
17,Masculino,2,5.4,80%,Sim,Falta de Apoio Familiar,1232,Urbana,1
17,Masculino,2,5.0,85%,Não,0,2675,Urbana,1
17,Feminino,2,6.8,75%,Não,0,2884,Rural,0
17,Feminino,1,4.9,85%,Sim,0,1264,Rural,1
16,Masculino,3,7.4,80%,Não,0,2225,Rural,0
17,Masculino,3,5.7,95%,Sim,Problemas Familiares,2907,Rural,1
17,Masculino,3,4.4,80%,Não,Falta de Apoio Escolar,1735,Rural,1
18,Feminino,3,5.4,50%,Sim,Problemas Familiares,1011,Rural,1
16,Masculino,2,6.1,95%,Não,Falta de Interesse,507,Urbana,1
16,Feminino,3,8.4,70%,Não,Outros,1340,Urbana,1
17,Feminino,3,7.5,50%,Não,0,2294,Rural,1
17,Feminino,3,8.4,90%,Sim,0,989,Rural,1
15,Feminino,1,6.3,80%,Não,Falta de Interesse,1180,Rural,1
18,Feminino,2,4.2,75%,Não,0,1536,Rural,0
16,Feminino,2,4.4,70%,Não,Falta de Apoio Familiar,840,Urbana,1
15,Feminino,1,5.6,85%,Não,0,1019,Urbana,0
16,Masculino,2,8.5,70%,Não,Problemas Familiares,2441,Rural,1
18,Masculino,2,8.3,90%,Sim,0,1119,Urbana,1
15,Feminino,2,10.0,70%,Não,Falta de Apoio Escolar,2452,Urbana,1
17,Feminino,2,5.5,75%,Sim,Problemas de Saúde,2886,Rural,1
16,Feminino,2,9.4,95%,Não,Falta de Apoio Escolar,2328,Rural,1
15,Feminino,2,6.0,80%,Sim,Falta de Interesse,1153,Rural,1
17,Masculino,1,4.5,75%,Não,0,2926,Urbana,0
15,Feminino,1,7.1,90%,Não,0,1707,Urbana,0
17,Feminino,1,5.4,85%,Sim,0,580,Urbana,0
15,Masculino,1,6.6,60%,Não,Falta de Apoio Escolar,1830,Urbana,1
17,Masculino,1,8.4,70%,Não,Problemas de Saúde,1657,Rural,1
17,Masculino,2,6.4,75%,Sim,0,2980,Rural,0
15,Masculino,1,7.2,80%,Sim,0,1703,Urbana,0
16,Feminino,3,5.7,90%,Não,0,1057,Rural,1
17,Masculino,1,6.2,50%,Sim,0,1841,Urbana,0
15,Feminino,2,7.7,70%,Sim,Problemas de Saúde,2550,Urbana,1
18,Feminino,1,6.4,60%,Não,Problemas Financeiros,2032,Urbana,1
17,Feminino,2,9.1,75%,Sim,0,793,Urbana,1
18,Feminino,2,7.6,80%,Sim,Problemas de Saúde,1014,Rural,1
15,Masculino,3,6.5,95%,Não,0,2110,Urbana,0
17,Masculino,1,5.0,70%,Sim,0,1725,Urbana,0
17,Masculino,3,9.0,60%,Sim,0,662,Rural,1
15,Masculino,1,7.6,95%,Não,Falta de Interesse,2830,Rural,1
18,Feminino,2,8.8,70%,Sim,Problemas Familiares,1273,Rural,1
17,Feminino,3,8.7,85%,Não,0,1130,Rural,0
16,Masculino,3,5.8,95%,Não,0,1965,Rural,0
15,Feminino,1,5.2,95%,Sim,Problemas de Saúde,1207,Urbana,1
18,Masculino,3,9.3,75%,Não,Problemas Financeiros,1007,Rural,1
17,Masculino,1,8.0,80%,Sim,Problemas Financeiros,2693,Urbana,1
17,Masculino,2,9.5,80%,Sim,0,2978,Rural,1
18,Feminino,3,9.4,80%,Não,0,2160,Rural,0
15,Masculino,3,4.9,90%,Não,Falta de Apoio Escolar,1078,Urbana,1
17,Feminino,2,9.5,50%,Não,Problemas Familiares,1053,Rural,1
16,Masculino,1,9.4,60%,Sim,0,2026,Urbana,1
15,Feminino,1,9.8,60%,Sim,Falta de Apoio Familiar,742,Urbana,1
17,Feminino,2,4.7,85%,Não,Outros,748,Urbana,1
15,Masculino,3,5.1,60%,Sim,0,583,Urbana,0
16,Feminino,2,5.1,75%,Não,0,1087,Rural,0
17,Feminino,2,7.4,95%,Não,Problemas Financeiros,2931,Urbana,1
16,Feminino,1,5.3,50%,Sim,0,2605,Rural,1
15,Masculino,2,6.2,95%,Não,0,929,Rural,1
16,Masculino,2,7.2,85%,Não,0,2274,Urbana,0
15,Masculino,1,5.7,70%,Não,0,941,Rural,1
15,Feminino,2,8.9,85%,Sim,0,673,Rural,1
18,Masculino,2,5.8,80%,Não,Outros,2675,Rural,1
15,Masculino,3,9.3,95%,Sim,Falta de Interesse,1597,Rural,1
17,Feminino,2,9.1,95%,Sim,Problemas de Saúde,665,Urbana,1
18,Masculino,3,4.9,75%,Sim,Outros,821,Rural,1
17,Feminino,2,9.9,80%,Não,0,1528,Rural,1
17,Feminino,1,6.4,90%,Sim,0,2756,Rural,1
18,Masculino,3,5.3,95%,Sim,0,1676,Rural,1
17,Masculino,2,6.5,60%,Sim,0,2670,Rural,1
16,Masculino,2,5.6,90%,Sim,0,539,Rural,1
15,Feminino,2,5.6,60%,Não,Problemas Financeiros,2762,Urbana,1
16,Masculino,3,9.1,70%,Não,0,2179,Urbana,1
15,Masculino,3,4.1,60%,Sim,0,2126,Rural,1
17,Masculino,1,5.6,75%,Sim,Falta de Apoio Familiar,1315,Urbana,1
17,Feminino,2,8.2,80%,Não,Problemas Familiares,1303,Urbana,1
15,Masculino,1,5.6,75%,Não,Falta de Apoio Escolar,1296,Rural,1
17,Feminino,1,6.2,95%,Sim,0,1374,Urbana,1
15,Feminino,3,6.9,85%,Não,0,1952,Urbana,1
15,Feminino,2,7.1,80%,Não,Falta de Apoio Familiar,2122,Urbana,1
18,Masculino,1,4.4,90%,Não,Falta de Interesse,1668,Rural,1
16,Feminino,3,9.6,50%,Sim,Falta de Interesse,2695,Urbana,1
16,Feminino,2,4.2,70%,Sim,0,1467,Rural,0
15,Masculino,1,4.6,70%,Não,Problemas Familiares,1766,Rural,1
18,Masculino,2,8.4,75%,Não,0,2110,Urbana,0
16,Masculino,1,6.4,75%,Não,Problemas de Saúde,2052,Rural,1
17,Masculino,3,9.3,80%,Sim,0,929,Urbana,0
17,Feminino,3,4.6,50%,Não,0,915,Urbana,1
15,Feminino,1,8.9,50%,Não,Outros,1391,Urbana,1
18,Masculino,1,6.9,80%,Não,Falta de Apoio Escolar,2735,Rural,1
15,Masculino,1,8.8,95%,Sim,0,1873,Urbana,1
18,Masculino,2,9.0,90%,Sim,Falta de Apoio Familiar,2386,Rural,1
18,Feminino,2,4.8,95%,Sim,0,2477,Rural,0
18,Masculino,1,6.6,85%,Sim,Falta de Apoio Escolar,2553,Urbana,1
17,Masculino,2,7.6,95%,Não,Problemas de Saúde,2968,Rural,1
18,Feminino,2,4.2,90%,Sim,Falta de Apoio Familiar,2788,Urbana,1
16,Masculino,2,9.9,70%,Sim,Problemas de Saúde,2629,Urbana,1
15,Feminino,2,7.6,85%,Não,0,1765,Rural,0
18,Feminino,1,5.6,50%,Não,0,2715,Rural,1
18,Feminino,2,6.0,70%,Sim,Falta de Apoio Escolar,657,Urbana,1
16,Masculino,3,4.8,80%,Não,Falta de Apoio Familiar,2632,Urbana,1
17,Feminino,1,8.6,95%,Não,0,617,Rural,1
15,Feminino,3,6.8,90%,Sim,0,973,Urbana,1
18,Feminino,1,6.3,85%,Sim,Outros,1879,Rural,1
16,Masculino,2,7.2,85%,Sim,0,2031,Rural,1
16,Feminino,1,5.1,60%,Não,Problemas Financeiros,771,Urbana,1
16,Masculino,2,4.9,95%,Não,0,2705,Urbana,0
17,Feminino,2,9.9,90%,Não,0,1556,Rural,0
18,Feminino,3,9.8,95%,Não,Falta de Interesse,2120,Urbana,1
18,Feminino,2,4.8,60%,Sim,0,2275,Urbana,0
17,Masculino,2,5.3,95%,Não,0,2181,Rural,0
18,Feminino,1,5.7,50%,Não,0,2729,Urbana,0
15,Feminino,2,4.2,50%,Sim,Problemas Familiares,1393,Urbana,1
17,Feminino,1,5.0,85%,Não,Outros,2309,Rural,1
16,Feminino,2,6.2,50%,Não,Falta de Apoio Familiar,1472,Rural,1
18,Masculino,3,9.7,85%,Sim,Falta de Apoio Escolar,996,Rural,1
15,Feminino,3,8.8,85%,Sim,0,2627,Urbana,0
15,Feminino,3,7.4,95%,Sim,Problemas Familiares,1516,Urbana,1
18,Feminino,2,7.6,95%,Não,0,2925,Rural,0
17,Feminino,1,4.2,85%,Sim,0,1047,Urbana,1
16,Feminino,2,4.5,80%,Não,0,1031,Urbana,1
15,Masculino,1,8.2,80%,Não,Falta de Apoio Familiar,2018,Rural,1
18,Masculino,3,9.4,75%,Sim,Problemas Familiares,797,Rural,1
18,Feminino,1,9.5,70%,Sim,Falta de Apoio Familiar,2794,Urbana,1
16,Masculino,1,8.2,70%,Sim,Problemas Familiares,1676,Urbana,1
18,Feminino,2,7.0,90%,Sim,0,503,Urbana,0
18,Masculino,3,8.8,70%,Sim,0,2354,Rural,1
17,Feminino,2,9.4,60%,Sim,0,2556,Rural,1
16,Masculino,2,8.9,60%,Sim,0,2290,Rural,0
15,Feminino,1,6.5,70%,Não,0,1880,Urbana,1
16,Feminino,3,9.6,85%,Não,Falta de Interesse,2790,Rural,1
16,Masculino,1,4.6,60%,Sim,Falta de Apoio Escolar,2204,Rural,1
18,Masculino,2,4.7,95%,Não,Problemas Familiares,1615,Urbana,1
16,Masculino,1,6.1,50%,Sim,Falta de Apoio Escolar,1371,Urbana,1
16,Feminino,1,7.3,85%,Sim,0,2160,Rural,1
17,Feminino,3,4.1,50%,Sim,0,1718,Urbana,1
17,Masculino,2,7.6,80%,Sim,0,910,Rural,0
15,Masculino,1,4.8,50%,Sim,Falta de Apoio Familiar,2448,Urbana,1
18,Feminino,1,6.7,90%,Sim,0,2234,Urbana,0
18,Masculino,1,4.7,95%,Não,0,1484,Rural,1
18,Masculino,1,9.9,90%,Sim,Falta de Interesse,1281,Rural,1
17,Masculino,1,8.1,60%,Sim,0,617,Rural,0
16,Feminino,1,4.6,60%,Não,Falta de Apoio Escolar,2878,Urbana,1
17,Feminino,2,6.9,70%,Não,0,894,Urbana,1
15,Masculino,2,4.8,80%,Não,0,2837,Rural,1
15,Feminino,3,8.9,70%,Não,0,764,Urbana,1
15,Feminino,2,8.6,60%,Sim,Outros,510,Urbana,1
16,Masculino,2,6.8,90%,Sim,0,2485,Urbana,0
16,Masculino,3,4.9,95%,Não,0,1337,Rural,1
18,Feminino,1,8.8,75%,Não,Falta de Interesse,1128,Rural,1
15,Masculino,3,9.0,75%,Sim,0,668,Urbana,0
15,Masculino,2,8.1,70%,Não,Problemas de Saúde,1637,Urbana,1
18,Feminino,1,8.1,80%,Sim,0,1222,Urbana,0
18,Masculino,3,7.7,80%,Não,0,1377,Rural,1
15,Masculino,1,9.6,95%,Sim,Falta de Apoio Escolar,1073,Urbana,1
15,Masculino,2,7.8,85%,Sim,Problemas Familiares,1035,Urbana,1
15,Feminino,1,6.3,75%,Sim,Outros,1834,Rural,1
16,Feminino,3,5.8,50%,Sim,Problemas Familiares,2275,Urbana,1
17,Masculino,2,7.3,60%,Não,0,2730,Urbana,1
15,Feminino,3,8.9,60%,Sim,0,998,Rural,0
17,Feminino,3,8.8,95%,Não,Problemas Financeiros,1877,Rural,1
17,Feminino,2,9.4,75%,Sim,0,1455,Rural,0
18,Masculino,3,6.7,80%,Não,0,2218,Rural,1
15,Feminino,2,5.2,70%,Não,0,2151,Rural,1
18,Feminino,2,5.3,90%,Sim,0,2660,Urbana,1
15,Masculino,1,9.3,75%,Não,Falta de Apoio Escolar,1370,Rural,1
16,Masculino,1,9.8,70%,Sim,Falta de Interesse,1906,Rural,1
18,Feminino,3,4.8,50%,Sim,0,1022,Rural,1
18,Feminino,3,4.5,50%,Sim,0,1496,Rural,1
17,Masculino,3,5.5,85%,Não,0,1460,Urbana,0
18,Feminino,3,5.1,90%,Não,Falta de Apoio Escolar,2977,Rural,1
17,Feminino,2,8.1,75%,Sim,0,2808,Rural,1
18,Masculino,3,5.0,85%,Não,0,688,Urbana,1
17,Feminino,2,9.6,70%,Sim,Problemas Financeiros,721,Rural,1
17,Feminino,2,7.6,60%,Sim,0,2796,Urbana,1
16,Masculino,1,7.2,75%,Não,0,1804,Rural,1
17,Masculino,2,4.8,95%,Sim,0,2180,Rural,1
17,Feminino,3,7.4,70%,Não,Problemas Financeiros,1143,Rural,1
18,Masculino,2,9.1,95%,Sim,0,2063,Rural,1
18,Masculino,2,8.4,90%,Não,Falta de Apoio Familiar,1934,Rural,1
17,Masculino,1,5.7,90%,Não,Problemas Familiares,999,Urbana,1
18,Masculino,3,9.5,90%,Sim,0,2936,Rural,0
16,Masculino,3,6.7,60%,Não,0,2544,Rural,0
17,Masculino,1,9.5,60%,Não,Falta de Apoio Escolar,2762,Urbana,1
17,Masculino,3,4.5,50%,Não,Problemas Financeiros,1177,Rural,1
16,Masculino,3,9.6,70%,Não,Problemas de Saúde,1301,Urbana,1
